Year (coverage),Area,population_group,is_synthetic,regional_smoking_history_rate,regional_binge_drinking_rate,regional_insufficient_physical_activity_rate,regional_unhealthy_diet_rate,regional_overweight_rate,regional_obesity_rate,regional_risk_score,screening_risk_category
2nd Quarter 2025,City of Puerto Princesa,Adult,1,0.12332332332332333,0.08028028028028028,0.004404404404404405,0.004704704704704705,0.0958958958958959,0.00960960960960961,0.053,Low
1st Quarter 2025,Leyte,Adult,1,0.07767049434985228,0.026225213974597178,0.00826962322195486,0.06719259236697024,0.06717736285827419,0.006046114952331638,0.0421,Low
2nd Quarter 2025,Nueva Vizcaya,Adult,1,0.03651177985318421,0.0,0.012567738959990776,0.03981705676620931,0.010396248895038242,0.0,0.0165,Low
1st Quarter 2025,Zamboanga del Norte,Adult,1,0.02417601683029453,0.061272791023842914,0.055873071528751754,0.06330645161290323,0.02261570827489481,0.014726507713884993,0.0403,Low
1st Quarter 2025,Palawan,Adult,1,0.06761204673871304,0.017828734434143397,0.016964726534642604,0.004292610675297603,0.04411926051895332,0.04099237478742663,0.032,Low
2nd Quarter 2025,Surigao del Sur,Adult,1,0.06375547614721498,0.1890053095915854,0.12492681646579049,0.11128944340136879,0.016776694324995456,0.037288272464821436,0.0905,Low
1st Quarter 2025,City of Parañaque,Adult,1,0.014451358427692204,0.017987690842939236,0.02669250909585501,0.03237104287803053,0.012394165051514843,0.0010540990853140195,0.0175,Low
3rd Quarter 2025,City of Marikina,Adult,1,0.04515004840271055,0.06786060019361084,0.1732817037754114,0.06600193610842207,0.03239109390125847,0.11426911907066796,0.0832,Low
1st Quarter 2025,Cavite,Adult,1,0.04742998088224496,0.055960905142757686,0.024248003241588052,0.07077104652712246,0.031152694570068067,0.04622390344853843,0.046,Low
1st Quarter 2025,Negros Occidental,Adult,1,0.11215677054882138,0.015215843008180114,0.007837835968994393,0.002772803020350023,0.06401648469426562,0.001656075619386111,0.0339,Low
2nd Quarter 2025,Surigao del Sur,Adult,1,0.11884401940595442,0.0783916791735018,0.07010226519144183,0.09292869358835643,0.059264947122264496,0.02474608216118111,0.074,Low
2nd Quarter 2025,Cavite,Adult,1,0.04990168450716073,0.0,0.004092973859645434,0.08823946920148892,0.04824819667304578,0.008538201089356691,0.0332,Low
2nd Quarter 2025,City of Bacolod,Adult,1,0.020707624794295117,0.09339001645639057,0.004045529347229841,0.0,0.05259188151398793,0.0007542512342292924,0.0286,Low
1st Quarter 2025,Quirino,Adult,1,0.013394506712649341,0.0,0.03211602414090405,0.028020692203473335,0.011115900973026234,0.008529375538859466,0.0155,Low
1st Quarter 2025,Quezon,Adult,1,0.08846713911270751,0.1617415784875255,0.010057275992622076,0.07224541306669255,0.10043685079118532,0.05714979128239977,0.0817,Low
2nd Quarter 2025,Sulu,Adult,1,0.058939526730937775,0.0018154501064229372,0.0052585451358457495,0.0004695129585576562,0.5037874045323651,0.0,0.095,Low
1st Quarter 2025,Ilocos Sur,Adult,1,0.0026940751770162716,0.0182747206838559,0.0,0.007873340974580357,0.03507118142962733,0.0,0.0107,Low
1st Quarter 2025,City of San Juan,Adult,1,0.007398975526465566,0.002418895845190666,0.0,0.009391007398975526,0.0,0.008110415480933409,0.0046,Low
2nd Quarter 2025,Region 2,Adult,1,0.046425594592434435,0.007160990016860582,0.0349999809699973,0.03562035905809099,0.021604762067876215,0.010089707432738456,0.026,Low
2nd Quarter 2025,City of Cotabato,Adult,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0833,Low
2nd Quarter 2025,Caraga,Adult,1,0.08758324676475088,0.09319208561834126,0.04549480991149872,0.10417622947519307,0.11218482996319828,0.011777353658831204,0.0757,Low
1st Quarter 2025,Leyte,Adult,1,0.07908226284584981,0.10517539525691699,0.0,0.038923542490118576,0.024441082015810276,0.010128458498023716,0.043,Low
1st Quarter 2025,Benguet,Adult,1,0.03528939598085027,0.046641630593698934,0.0,0.0,0.06378465154946536,0.0,0.0243,Low
1st Quarter 2025,City of General Santos,Adult,1,0.019662565013319803,0.03748572878345807,0.06951668146644678,0.008309019408854496,0.07249778003298236,0.16377013827223139,0.0619,Low
1st Quarter 2025,Aklan,Adult,1,0.02733962456989064,0.04149490682383402,0.0014649269239941404,0.030490920859878038,0.11451981058154193,0.003985963955984056,0.0365,Low
1st Quarter 2025,City of Caloocan,Adult,1,0.0,0.0022129533078438187,0.0,0.03917274939172749,0.040006951685783804,0.0032093616035221875,0.0141,Low
2nd Quarter 2025,Bukidnon,Adult,1,0.005852499914562045,0.1383753118485356,0.006907658658282355,0.0,0.03183418201701924,0.006561634940706059,0.0316,Low
1st Quarter 2025,Occidental Mindoro,Adult,1,0.09658268172603533,0.07563471377546095,0.04947388744087267,0.07119413070759725,0.025581619847475624,0.0021237571194130706,0.0534,Low
1st Quarter 2025,Region 5,Adult,1,0.0817807953678243,0.05904994367254975,0.03876903322713893,0.03352391796785096,0.1390833767397914,0.0006874371615810449,0.0588,Low
3rd Quarter 2025,Quezon,Adult,1,0.07054234835248231,0.13166904925786696,0.032403240324032405,0.043530823670602355,0.12402710859321227,0.08836766029544131,0.0818,Low
1st Quarter 2025,City of General Santos,Adult,1,0.02135305749923943,0.009107849102525099,0.007586705202312138,0.04749771828414968,0.04464557347125038,0.09124961971402494,0.0369,Low
3rd Quarter 2025,City of Baguio,Adult,1,0.004026804377228575,0.04703061600885282,0.00023054223533751383,0.006040206565842862,0.10883130456166236,7.684741177917127e-05,0.0277,Low
1st Quarter 2025,Ilocos Norte,Adult,1,0.03744525547445256,0.0320985401459854,0.002153284671532847,0.0019525547445255473,0.023722627737226276,0.002354014598540146,0.0166,Low
2nd Quarter 2025,Sulu,Adult,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0833,Low
3rd Quarter 2025,Occidental Mindoro,Adult,1,0.01560758082497213,0.12992804297152125,0.04631600283774197,0.0461133069828722,0.054677206851119896,0.017077125772777948,0.0516,Low
1st Quarter 2025,Lanao del Sur,Adult,1,0.5,0.0,0.5,0.5,0.0,0.0,0.25,Moderate
3rd Quarter 2025,Quirino,Adult,1,0.02769334684228301,0.0288030105659285,0.05254016500217108,0.03131181550634438,0.011313745356298548,0.009215033531142953,0.0268,Low
2nd Quarter 2025,Lanao del Norte,Adult,1,0.021589099274464698,0.02404441691735976,0.00017695983011856308,0.051097150946735094,0.0,0.002809237303132189,0.0166,Low
1st Quarter 2025,Bukidnon,Adult,1,0.020800056791963936,0.07844390018812337,0.002289426046214461,0.0,0.002378163489866184,0.005359741596564086,0.0182,Low
3rd Quarter 2025,Cagayan,Adult,1,0.07528283635446019,0.10419733355763973,0.037592351151673184,0.08890945030912226,0.0534339908314758,0.016086974807587164,0.0626,Low
1st Quarter 2025,Northern Samar,Adult,1,0.05726249461439035,0.05508132270573029,0.0,0.005264433433864714,0.03461600603188281,0.0,0.0254,Low
2nd Quarter 2025,Mountain Province,Adult,1,0.011327275054396518,0.012628525107726439,0.0045863731387857844,0.002389180425786083,0.09957762703186997,0.027283587183753573,0.0263,Low
2nd Quarter 2025,Region 4A,Adult,1,0.0,0.0,0.0,0.5,0.0,0.5,0.1667,Low
1st Quarter 2025,Isabela,Adult,1,0.04143566404633844,0.06135705419942077,0.08423665701282582,0.08841539098055441,0.005544062887877534,0.0,0.0468,Low
2nd Quarter 2025,Abra,Adult,1,0.003672140234185547,0.012107669923092913,0.012627312409062565,0.00661678098801358,0.05040532113905633,0.05381764013025705,0.0232,Low
1st Quarter 2025,Lanao del Sur,Adult,1,0.04969661947414042,0.5043236884467742,0.008497750443719816,0.0018729103892351508,0.44721282040698396,0.5027655095554546,0.2524,Moderate
3rd Quarter 2025,Pateros,Adult,1,0.006298310907529345,0.010449470369310048,0.0,0.0031491554537646724,0.01660463784712282,0.0,0.0061,Low
1st Quarter 2025,Dinagat Islands,Adult,1,0.030066815144766147,0.09774808215788171,0.010764662212323682,0.00012373174956693887,0.11160603810937887,0.0011135857461024498,0.0419,Low
1st Quarter 2025,Benguet,Adult,1,0.002796042524426965,0.04461377742272476,0.004731764272107171,0.010508203773121122,0.09300682111472992,0.0,0.0259,Low
3rd Quarter 2025,NIR,Adult,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1st Quarter 2025,City of Tacloban,Adult,1,0.040844571759631784,0.08688725095754611,0.005294666709581898,0.012230841031253017,0.011554926132157455,0.007032733592970485,0.0273,Low
1st Quarter 2025,Quezon City,Adult,1,0.00043831493791113594,0.011175305267372112,0.0,0.010923360460541301,0.009691246816176927,0.01324608450159795,0.0076,Low
2nd Quarter 2025,Region 8,Adult,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3rd Quarter 2025,NIR,Adult,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0833,Low
1st Quarter 2025,Region 1,Adult,1,0.026029790202411588,0.021665601753882047,0.006937564847326678,0.000565673855316455,0.027260790302063978,0.002450276388831898,0.0142,Low
3rd Quarter 2025,City of General Santos,Adult,1,0.0,0.0465258025193011,0.0,0.008482324258431533,0.05734457537586347,0.04043071921982934,0.0255,Low
1st Quarter 2025,Basilan,Adult,1,0.07939513154659454,0.506073272682567,0.011064666830587657,0.014556183919350874,0.9122448979591836,0.022768625522498157,0.2577,Moderate
3rd Quarter 2025,Benguet,Adult,1,0.005721646396261458,0.0247438739440417,0.0,0.0011383380264813373,0.0,0.015637169732191,0.0079,Low
1st Quarter 2025,Bulacan,Adult,1,0.025569609327073358,0.08233787212266754,0.009695149958845706,0.0410325257638206,0.0686043608137144,0.024931486579384626,0.042,Low
3rd Quarter 2025,Isabela,Adult,1,0.0,0.045079386025420325,0.051407474942567345,0.09366771235087004,0.01713382558467343,0.01904724773118518,0.0377,Low
1st Quarter 2025,Camarines Sur,Adult,1,0.0,0.04889396067415731,0.05367801966292135,0.05325374531835206,0.06735720973782772,0.019267907303370788,0.0404,Low
1st Quarter 2025,Maguindanao del Sur,Adult,1,0.5,0.5,0.0,0.0,0.0,0.0,0.1667,Low
3rd Quarter 2025,Negros Oriental,Adult,1,0.007341287640919829,0.07166352680840885,0.05204688854998355,0.0006877784755240573,0.08733291468556563,0.033432014592865045,0.0421,Low
3rd Quarter 2025,City of Cagayan De Oro,Adult,1,0.0,0.16502377564124812,0.004893964110929853,0.0,0.037745999791746206,0.005119572385547187,0.0355,Low
1st Quarter 2025,Ifugao,Adult,1,0.013007708271568337,0.07593388674770234,0.0035576638007708272,0.002520011858879336,0.0914986658760747,0.008264156537207233,0.0325,Low
1st Quarter 2025,City of Navotas,Adult,1,0.03051643192488263,0.07689817063299337,0.07519831633479035,0.15517241379310345,0.09964384005180509,0.0,0.0729,Low
3rd Quarter 2025,Nueva Ecija,Adult,1,0.043098249658404766,0.051342335671702176,0.028995519186583513,0.01087761348976741,0.03167103043441753,0.0,0.0277,Low
3rd Quarter 2025,Zamboanga del Sur,Adult,1,0.024899230487358006,0.011670941736899964,0.03702821546353976,0.046720410406742394,0.03032246244045438,0.0,0.0251,Low
3rd Quarter 2025,Tawi-Tawi,Adult,1,0.5,0.5,0.5,0.0,0.0,0.0,0.25,Moderate
3rd Quarter 2025,Maguindanao del Sur,Adult,1,0.05974890334291333,0.5068635607321131,0.0,0.004897141128422326,0.5266601119346543,0.008319467554076539,0.1844,Low
2nd Quarter 2025,Dinagat Islands,Adult,1,0.06334272489434493,0.11484537465620179,0.03266921580465553,0.05230764070570873,0.055343127389816865,0.013466827664855437,0.0553,Low
1st Quarter 2025,Caraga,Adult,1,0.025532634426783902,0.11711676892603508,0.023827238030822744,0.037789265181892844,0.05381419392241171,0.02304942267742403,0.0469,Low
2nd Quarter 2025,Isabela,Adult,1,0.03766767148893599,0.05333236800189556,0.07239656693037766,0.05825884923716877,0.038931378098384824,0.014397699000881961,0.0458,Low
1st Quarter 2025,Camarines Norte,Adult,1,0.07050594061270218,0.045472518782127325,0.006505488711894406,0.000310681805343727,0.05491536274454424,0.036754599032179106,0.0357,Low
3rd Quarter 2025,City of Navotas,Adult,1,0.04031694243766022,0.019692379398741553,0.15023693000854502,0.18725238872057795,0.15936456148527928,0.0728268468888371,0.1049,Low
3rd Quarter 2025,Bohol,Adult,1,0.30758899860023453,0.4101123595505618,0.2926329461909986,0.10178564672946695,0.05537900856252916,0.11693085663123116,0.2141,Moderate
2nd Quarter 2025,City of Baguio,Adult,1,0.004873625750878386,0.04737617590388757,0.006177037288904001,0.004930295817749065,0.2380709509237221,0.057916808341833846,0.0599,Low
2nd Quarter 2025,NCR,Adult,1,0.006451804814508654,0.0032595626362065078,0.028196312717617293,0.026026402144234864,0.017331103930262267,0.02537511585381128,0.0178,Low
1st Quarter 2025,Ilocos Sur,Adult,1,0.020266719222178427,0.02570840450225551,0.0,0.00656943896991197,0.09334077869749924,0.0,0.0243,Low
3rd Quarter 2025,Negros Oriental,Adult,1,0.012094698919197119,0.012802367472979928,0.051016469377251676,0.0009167524446731858,0.0054683479155944415,0.03161991765311374,0.019,Low
1st Quarter 2025,Region 4B,Adult,1,0.06378936890583707,0.000627378957920046,0.018856417841395797,0.043863953398711596,0.015828175273558256,0.03198230721240458,0.0292,Low
3rd Quarter 2025,Region 1,Adult,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3rd Quarter 2025,City of Lucena,Adult,1,0.03824165002598681,0.04086768607927346,0.007864430888749076,0.16641135760593045,0.11570971359794294,0.03763985009710862,0.0678,Low
1st Quarter 2025,Negros Occidental,Adult,1,0.11329695872630594,0.03507698320459945,0.008834812658774645,0.0,0.014380997439035679,0.0026458155488588795,0.029,Low
1st Quarter 2025,La Union,Adult,1,0.013008447504791652,0.004702917583587705,0.0015439767161212466,0.006477603464186839,0.02037339390927806,0.007595655568964293,0.009,Low
3rd Quarter 2025,Zambales,Adult,1,0.027664583899302726,0.034121162727519694,0.011337498868061215,0.0030879290047994205,0.021986778954994114,3.6222041112016664e-05,0.0164,Low
2nd Quarter 2025,City of Davao,Adult,1,0.05574809354007239,0.0666192555791498,0.13549888483780065,0.0,0.12109192408883902,0.0027478397905899006,0.0636,Low
2nd Quarter 2025,Caraga,Adult,1,0.5,0.0,0.0,0.0,0.0,0.5,0.1667,Low
1st Quarter 2025,Zambales,Adult,1,0.0038385567026797923,0.038693451262325367,0.01725351267923261,0.006349612545682823,0.01760937887354355,0.004798195878349741,0.0148,Low
3rd Quarter 2025,Bataan,Adult,1,0.007615245277438912,0.03510036597537984,0.0025692211008835164,0.00987024509260286,0.05249343832020997,0.0065247125799415915,0.019,Low
1st Quarter 2025,Rizal,Adult,1,0.0743401610109039,0.07859836077506514,0.015147544802084698,0.08920382582871118,0.12198104555181902,0.07806699567628947,0.0762,Low
1st Quarter 2025,Benguet,Adult,1,0.01902328222600795,0.027257240204429302,0.002916731196117908,0.004155696659955604,0.04473181560064013,0.008595322905374013,0.0178,Low
3rd Quarter 2025,Cebu,Adult,1,0.0,0.11928806470960107,0.03326660290804169,0.09017522815321521,0.06815418780697347,0.035779124993921316,0.0578,Low
1st Quarter 2025,Bulacan,Adult,1,0.05330122727978872,0.10241017332830289,0.015033622583723562,0.045316141059499764,0.08240085221598349,0.011553740651146276,0.0517,Low
2nd Quarter 2025,Region 4B,Adult,1,0.07401057551749653,0.13983234375845952,0.038967894461388534,0.035525437187562035,0.032146144267383735,0.006745050621717709,0.0545,Low
3rd Quarter 2025,Sulu,Adult,1,0.5,0.5,0.0,0.0,0.0,0.0,0.1667,Low
2nd Quarter 2025,Laguna,Adult,1,0.04308786486886946,0.023336790635649727,0.011735071862498147,0.0031263890946806932,0.07048451622462587,0.15633427174396206,0.0514,Low
3rd Quarter 2025,Siquijor,Adult,1,0.0381011315417256,0.03978076379066478,0.008751768033946252,0.0,0.08654526166902404,0.0,0.0289,Low
1st Quarter 2025,City of Iligan,Adult,1,0.003975424647632815,0.0526743765811348,0.0013552584026020962,0.0018070112034694614,0.01581134803035779,0.011384170581857608,0.0145,Low
1st Quarter 2025,City of Valenzuela,Adult,1,0.00821813890761969,0.0005057316250842886,0.0,0.0,0.009313890761968981,0.0077124072825354014,0.0043,Low
2nd Quarter 2025,Nueva Ecija,Adult,1,0.07748738894744768,0.059623299703859864,0.026895736083923105,0.019139311348692466,0.0672009110073784,0.0005191863675149325,0.0418,Low
3rd Quarter 2025,City of Muntinlupa,Adult,1,0.03372714935738804,0.054242835475373195,0.0030334477528538356,0.001836034166201006,0.19190548415422687,0.0,0.0475,Low
3rd Quarter 2025,City of Navotas,Adult,1,0.0391166431058856,0.06864807088921836,0.1647070992655932,0.03296210736820329,0.11291935317036168,0.02175637003068648,0.0734,Low
1st Quarter 2025,Maguindanao del Sur,Adult,1,0.5,0.49035744994472424,0.006285059165540679,0.009478770011874053,0.43999508659869796,0.003807886009089792,0.2417,Moderate
3rd Quarter 2025,Quezon,Adult,1,0.0855063056379822,0.12891320474777448,0.012231083086053413,0.0017804154302670622,0.13375370919881305,0.059912833827893176,0.0703,Low
2nd Quarter 2025,Ormoc City,Adult,1,0.01565685395090924,0.05887629454456495,0.0,0.0023648373155019165,0.10535757971132675,0.0,0.0304,Low
3rd Quarter 2025,Isabela,Adult,1,0.03200053569834231,0.00696407845004613,0.05978988720573793,0.0007961072587125384,0.015233921609475908,0.02137585190916937,0.0227,Low
2nd Quarter 2025,Davao del Norte,Adult,1,0.047489102742124395,0.15545949600936984,0.07963148552868303,0.16183182603025875,0.1813442567526775,0.01177869812482643,0.1063,Low
3rd Quarter 2025,City of Iligan,Adult,1,0.0,0.0606763925729443,0.023955570291777188,0.0,0.01732427055702918,0.0,0.017,Low
2nd Quarter 2025,Nueva Vizcaya,Adult,1,0.001580427979896956,0.0037298100325568163,0.0074280115055156935,0.03310996617884123,0.02885861491291842,0.011979644087618927,0.0144,Low
3rd Quarter 2025,Region 4A,Adult,1,0.07261782200869367,0.03820064058567833,0.007006405856783345,0.0,0.10039178677648135,0.049428048501487076,0.0446,Low
1st Quarter 2025,Dinagat Islands,Adult,1,0.037151248164464024,0.11145374449339207,0.0513950073421439,0.04889867841409692,0.1171806167400881,0.0041116005873715125,0.0617,Low
2nd Quarter 2025,City of Naga,Adult,1,0.01457745532715303,0.08860674459223432,0.04212011285771866,0.025930404406825206,0.0787316942093242,0.015988176810425903,0.0443,Low
3rd Quarter 2025,City of Marikina,Adult,1,0.06401713469776298,0.0014278914802475012,0.20299857210851976,0.0780580675868634,0.05544978581627796,0.03046168491194669,0.0721,Low
3rd Quarter 2025,Region 4A,Adult,1,0.06088366769602868,0.10932904312522945,0.0041691320966592525,0.2161280152028851,0.12652126028462218,0.13908825879456668,0.1094,Low
3rd Quarter 2025,Caraga,Adult,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3rd Quarter 2025,City of Davao,Adult,1,0.03436435658225974,0.09042277506293499,0.13628510785329978,0.03641282886618293,0.09683042104743571,0.00038563107754578213,0.0658,Low
2nd Quarter 2025,Davao del Sur,Adult,1,0.1024513419962549,0.08869091528116665,0.03274130397775634,0.34147137263802985,0.05397775634114509,0.005830448845259037,0.1042,Low
1st Quarter 2025,Region 3,Adult,1,0.018401245522651443,0.02840159595105016,0.022250326023563808,0.012927679087684694,0.0010688066160881677,0.0032646159930515054,0.0144,Low
2nd Quarter 2025,CAR,Adult,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1st Quarter 2025,Nueva Ecija,Adult,1,0.019516690891669575,0.04538736997669528,0.013073381458534645,0.026569008777841838,0.057595959431916914,0.010974332323732653,0.0289,Low
1st Quarter 2025,Tarlac,Adult,1,0.03800429718019746,0.01018360679025499,0.0,0.010751828965125365,0.034523936359116415,0.0026812983876695787,0.016,Low
3rd Quarter 2025,Mountain Province,Adult,1,0.01976232060141241,0.0567810767712051,0.005334497683954742,0.008068190447262511,0.06583643404966208,0.013117928468372694,0.0282,Low
1st Quarter 2025,Caraga,Adult,1,0.033357087267578696,0.04050670892366548,0.003089574210728652,0.03620287110052602,0.022555298221267898,0.031978733977815074,0.0279,Low
1st Quarter 2025,Region 4A,Adult,1,0.059107232235272394,0.07547204957877157,0.026121669493213855,0.18510482521571658,0.05658925652900005,0.10258098584134728,0.0842,Low
1st Quarter 2025,Davao de Oro,Adult,1,0.05653458286645615,0.12053920070625786,0.02614512240670945,0.18248955892838953,0.1662252555091508,0.1087399409188143,0.1101,Low
2nd Quarter 2025,Occidental Mindoro,Adult,1,0.059872700566552424,0.0395187801636707,0.06267049031265301,0.04462474645030426,0.03881933272714556,0.012729943344757641,0.043,Low
3rd Quarter 2025,Surigao del Norte,Adult,1,0.023161195570198072,0.07410788711149922,0.07964513952288334,0.03106021513912595,0.0712301036002064,0.02046203310443377,0.0499,Low
1st Quarter 2025,Region 5,Adult,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3rd Quarter 2025,Tawi-Tawi,Adult,1,0.0,0.0,0.0,0.5,0.0,0.5,0.1667,Low
1st Quarter 2025,City of Iloilo,Adult,1,0.013665766278077907,0.0008707705430764857,0.00024879158373613874,0.042436735854421384,0.02239124253625249,0.003145436451521183,0.0138,Low
1st Quarter 2025,City of Pasig,Adult,1,0.013473473473473474,0.0720920920920921,0.0034034034034034033,0.011411411411411412,0.14606606606606606,0.006066066066066066,0.0421,Low
1st Quarter 2025,Davao del Sur,Adult,1,0.03485009639034767,0.08578740942631125,0.1629163065877817,0.2895366615701655,0.15708302865119989,0.0010137605530811673,0.1219,Low
3rd Quarter 2025,Lanao del Sur,Adult,1,0.02599594868332208,0.013706954760297096,0.009301147873058744,0.0,0.4940749493585415,0.02174206617150574,0.0941,Low
1st Quarter 2025,City of Marikina,Adult,1,0.05637513171759747,0.02476290832455216,0.016332982086406742,0.1332982086406744,0.024499473129610115,0.08640674394099052,0.0569,Low
3rd Quarter 2025,Ormoc City,Adult,1,0.01739938902908753,0.003054854562358879,0.0,0.004914331252490371,0.09662637800504716,0.0003984592907424625,0.0204,Low
3rd Quarter 2025,Siquijor,Adult,1,0.03144430627109611,0.028157754485699057,0.0,0.010925564043346953,0.005596020607567952,0.014300941552673654,0.0151,Low
2nd Quarter 2025,City of Lucena,Adult,1,0.05478992762503757,0.08192475778666729,0.013110736004809583,0.12147663421740236,0.053599093578745344,0.00012717645154577197,0.0542,Low
3rd Quarter 2025,Davao del Sur,Adult,1,0.03225694924630065,0.014509288710643987,0.0007606140229567142,0.11690407043746831,0.14351403678606,0.0,0.0513,Low
2nd Quarter 2025,Zamboanga del Norte,Adult,1,0.08999960612863839,0.03521209972822876,0.025247154279412345,0.06532356532356533,0.019378470991374217,0.00401748788845563,0.0399,Low
1st Quarter 2025,City of Parañaque,Adult,1,0.007850618144466049,0.021369089108184452,0.027715616860486444,0.011500788730327598,0.01168421438790858,0.0,0.0134,Low
2nd Quarter 2025,Davao de Oro,Adult,1,0.062209557211749235,0.134765453748356,0.025602805786935554,0.18545959374543328,0.1046324711383896,0.004281747771445273,0.0862,Low
3rd Quarter 2025,Quezon City,Adult,1,0.0010845644368162241,0.027598479503838095,0.014636355021112152,0.013020038117701565,0.0018900904505680801,0.02809864271499121,0.0144,Low
2nd Quarter 2025,Zamboanga del Norte,Adult,1,0.0,0.08779107725788901,0.02896626768226333,0.041392818280739936,0.023307943416757345,0.012557127312295973,0.0323,Low
1st Quarter 2025,Catanduanes,Adult,1,0.1234847775175644,0.10323185011709601,0.33860421545667446,0.018997658079625293,0.37798594847775174,0.0,0.1604,Low
3rd Quarter 2025,Region 7,Adult,1,0.13400388354317658,0.0,0.015030177851435922,0.09774408192544587,0.04245306354663962,0.07382442427090806,0.0605,Low
3rd Quarter 2025,BARMM,Adult,1,0.8689555649313555,0.004409529961281265,0.005059198219759623,0.0039913526914561155,0.9046406475773722,0.5065022831732188,0.3823,Moderate
2nd Quarter 2025,City of Navotas,Adult,1,0.028940367270131724,0.058886509635974305,0.20117124132113426,0.1004963986762702,0.19875413665563557,0.020796833430666406,0.1015,Low
2nd Quarter 2025,Tawi-Tawi,Adult,1,0.5,0.5,0.5,0.5,0.0,0.5,0.4167,High
3rd Quarter 2025,City of Muntinlupa,Adult,1,0.02445453596408811,0.015868044681073182,0.0,0.009186762710095,0.2528186658315064,0.007594738490447854,0.0517,Low
3rd Quarter 2025,City of Taguig,Adult,1,0.003421231933430945,0.023086067177918557,0.021629144257114277,0.005059364172743219,0.00969832272654789,0.005516011655383367,0.0114,Low
3rd Quarter 2025,Tawi-Tawi,Adult,1,0.0,0.0,0.0,0.5,0.0,1.0,0.25,Moderate
3rd Quarter 2025,Iloilo,Adult,1,0.009157353302698512,0.04670392012253929,0.0026474537168359145,0.000907698417200885,0.021690210094362814,0.0,0.0135,Low
1st Quarter 2025,Misamis Occidental,Adult,1,0.016577598429490675,0.07446286399825498,0.004526120623841204,0.010470062165994111,0.007852546624495582,0.0045533864107318136,0.0197,Low
2nd Quarter 2025,Albay,Adult,1,0.031316802052159046,0.023959669374376515,0.0,0.06348867037195383,0.011080233718113154,0.020147498931167164,0.025,Low
3rd Quarter 2025,Agusan del Sur,Adult,1,0.020888859275053306,0.13131329957356078,0.044792777185501065,0.003298240938166311,0.01199360341151386,0.014325692963752665,0.0378,Low
3rd Quarter 2025,City of Iligan,Adult,1,0.05912526997840173,0.05777537796976242,0.030777537796976243,0.03131749460043196,0.042476601871850254,0.010709143268538517,0.0387,Low
1st Quarter 2025,Benguet,Adult,1,0.009164855980834587,0.022438575965234832,0.0,0.004122792356120118,0.197086188645607,0.0,0.0388,Low
3rd Quarter 2025,CAR,Adult,1,0.0038809280109177754,0.031161150915500965,0.0023361385950945827,0.001260472345426286,0.059038439667917664,0.07743849274043747,0.0292,Low
2nd Quarter 2025,Ilocos Sur,Adult,1,0.041902031869151,0.002276367928505185,0.0052553185509934515,0.002037489812550937,0.006660483938959616,0.004510580895371385,0.0104,Low
3rd Quarter 2025,City of Tacloban,Adult,1,0.01934984520123839,0.0703702533645037,0.001816516080116257,0.0004896695520313388,0.01323687369684716,0.0060181967523851645,0.0185,Low
2nd Quarter 2025,City of Davao,Adult,1,0.026134805539635673,0.08651872057340598,0.10808673635948143,0.10148865013094607,0.08760691511357124,0.0,0.0683,Low
3rd Quarter 2025,City of Malabon,Adult,1,0.002027027027027027,0.0029625779625779627,0.001975051975051975,0.0,0.007536382536382537,0.004106029106029106,0.0031,Low
2nd Quarter 2025,NCR,Adult,1,0.014660113319432707,0.04855465544794734,0.01996390475274551,0.010074543642714347,0.04445506203103291,0.0012174984192982708,0.0232,Low
3rd Quarter 2025,Nueva Ecija,Adult,1,0.011137450945470402,0.06436814081029792,0.013108844247646304,0.018543994005981737,0.04324475369866547,0.0,0.0251,Low
1st Quarter 2025,Misamis Oriental,Adult,1,0.0017419238078001992,0.03750791783549,0.01038367568545833,0.0028051760021717493,0.0036648267125147047,0.01131119355714415,0.0112,Low
1st Quarter 2025,Cebu,Adult,1,0.059880281739792575,0.1560250435371176,0.015828474332489618,0.056908476870685946,0.022727432966939992,0.01371683599726439,0.0542,Low
2nd Quarter 2025,Cagayan,Adult,1,0.07399550058865356,0.09539101749641563,0.03953304036648055,0.08485936425415846,0.021850120644837916,0.024175593607572068,0.0566,Low
1st Quarter 2025,City of Mandaluyong,Adult,1,0.027775523453984742,0.04159227398149651,0.011889303684466807,0.013370394416490829,0.22924444083752638,0.00898798896283071,0.0555,Low
2nd Quarter 2025,Siquijor,Adult,1,0.03970123141107597,0.05852567121997174,0.012583271650629163,0.0011607563421034924,0.06113316735078393,0.010026243186864948,0.0305,Low
3rd Quarter 2025,City of Navotas,Adult,1,0.060550935550935554,0.029755717255717257,0.12337577962577963,0.13812370062370063,0.18853950103950104,0.08959199584199584,0.105,Low
3rd Quarter 2025,Region 1,Adult,1,0.024054329686630817,0.12082792508807713,0.006712404969404784,0.002864824772853699,0.0034906360096421288,0.0,0.0263,Low
