Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Butuan,3780,101,238,139,263,0,0,0,0,561,309,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,BARMM,29766,1004,2575,64,502,120,105,135,127,2259,1602,353,209
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Basilan,2346,149,176,2,7,69,56,83,81,77,42,62,31
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Lanao del Sur,12528,426,698,34,139,3,5,3,4,1134,827,100,91
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Maguindanao del Norte,3345,94,341,6,113,0,0,0,0,340,231,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Maguindanao del Sur,4424,168,590,10,153,0,0,0,0,257,199,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Sulu,1115,44,128,0,7,0,0,0,0,91,44,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Tawi-Tawi,964,0,227,0,7,31,30,38,30,21,25,73,45
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Special Geographic Area (SGA),1884,82,278,3,2,17,14,11,12,118,72,118,42
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Cotabato,3160,41,137,9,74,0,0,0,0,221,162,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,NIR,45557,1778,5018,1682,5526,860,553,107,54,3378,2430,833,542
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Negros Occidental,33149,1366,3857,1174,4045,63,23,107,54,2007,1560,334,280
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Negros Oriental,7383,297,819,342,978,797,530,0,0,561,416,499,262
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Siquijor,2025,29,128,76,212,0,0,0,0,233,122,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Bacolod,3000,86,214,90,291,0,0,0,0,577,332,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0001,Zamboanga Sibugay,9188,306,838,53,448,138,186,261,298,336,221,102,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0002,Marinduque,2526,0,133,33,123,0,0,28,19,0,31,64,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0003,City of Pasig,12565,126,272,223,1066,0,0,0,0,55,1653,11,217
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0004,Region 9,31226,96,1744,1111,3233,1004,1056,1694,127,1886,1461,79,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0005,Biliran,1757,3,7,102,0,9,0,0,96,130,16,4,36
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0006,Pasay City,2540,0,0,1,10,0,0,30,0,0,12,5,12
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0007,La Union,18487,936,520,575,1519,0,99,2,47,277,0,0,183
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0008,City of Muntinlupa,3249,30,0,0,17,0,0,0,0,0,0,13,125
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0009,Sarangani,6451,227,426,143,252,28,215,0,174,179,127,0,30
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0010,Region 5,67653,2395,4897,1364,4706,3324,2858,3300,2867,3735,4801,446,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0011,Northern Samar,10098,80,0,0,0,0,174,0,84,337,1045,97,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0012,Zamboanga del Norte,24476,373,0,92,548,2122,213,1469,0,1336,305,136,136
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0013,Pateros,1638,0,0,21,0,17,53,15,0,6,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0014,Region 11,90826,2553,4313,3657,13996,6170,7245,0,8312,19012,11445,1610,188
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0015,Ilocos Sur,22641,0,779,239,771,191,98,204,29,2166,1214,55,110
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0016,City of Makati,3506,33,77,25,0,8,11,178,0,481,28,45,280
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0017,City of Puerto Princesa,848,30,0,48,97,17,2,0,6,205,57,44,23
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0018,Tarlac,40563,1448,2101,391,1608,0,653,133,0,1677,1399,0,27
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0019,Ilocos Norte,9884,99,116,110,287,194,0,180,91,0,341,0,21
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0020,City of Zamboanga,5435,276,611,0,354,54,51,167,171,6,95,0,23
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0021,Batangas,9515,32,665,399,2699,558,637,518,0,929,811,0,173
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0022,City of Parañaque,8892,7,30,8,0,0,0,0,0,140,14,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0023,Negros Occidental,30062,1002,138,667,1258,0,34,0,316,1875,1941,395,174
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0024,Region 4A,88683,2460,4189,2509,8794,0,2638,0,3184,8642,5858,4766,703
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0025,City of Cebu,10408,1611,158,316,7163,1285,130,1266,80,5568,145,2850,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0026,City of Baguio,5252,0,0,86,182,0,34,0,0,12,790,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0027,NIR,46412,1047,4475,1224,5348,1474,0,883,99,1468,2196,0,1026
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0028,Laguna,7946,193,526,570,313,0,124,0,0,1232,0,1007,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0029,Agusan del Norte,9040,316,757,147,290,1224,589,1003,852,1067,615,721,145
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0030,Davao Occidental,3355,0,17,143,408,1,664,152,605,155,43,32,7
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0031,City of Puerto Princesa,943,34,4,89,51,0,17,0,0,469,115,42,21
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0032,Pampanga,91028,2117,5029,276,5446,660,1329,0,1854,0,2301,0,237
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0033,City of Iloilo,15046,0,381,0,226,6,0,222,150,415,289,56,239
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0034,Cebu,53921,0,4542,0,650,6406,2575,925,5397,0,1197,1264,244
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0035,Cagayan,10025,423,1265,219,1491,786,17,651,0,710,622,144,81
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0036,Leyte,10100,180,25,0,840,147,0,508,0,102,213,261,28
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0037,Negros Occidental,37812,124,0,0,5043,0,321,0,228,2423,1790,264,570
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0038,Camarines Sur,11215,384,563,126,219,618,45,1566,1087,0,374,447,141
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0039,Zamboanga Sibugay,8759,267,72,27,744,0,153,80,190,59,105,69,135
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0040,Region 11,69924,0,5559,435,10341,16426,7073,6038,11976,14791,8204,0,286
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0041,City of Cebu,11302,15,541,174,780,1134,0,0,893,669,3426,383,192
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0042,Dinagat Islands,3346,24,144,51,229,45,23,0,39,489,174,0,2
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0043,Caraga,40669,1981,3652,2197,1474,2510,2205,173,2498,271,3218,129,382
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0044,City of Cebu,6817,0,218,47,0,816,431,94,1864,2631,165,0,186
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0045,City of Malabon,3791,153,19,306,262,0,0,56,0,411,197,36,59
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0046,Guimaras,81386,2670,605,308,2620,2203,110,4775,7,832,4428,147,273
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0047,Ifugao,7680,22,257,163,42,0,0,86,23,1189,249,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0048,Romblon,3865,213,356,39,194,60,68,252,33,630,914,6,12
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0049,Eastern Samar,10757,0,136,0,386,18,28,118,63,153,215,0,8
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0050,Lanao del Norte,5234,31,0,26,341,0,2,31,11,327,98,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0051,City of Naga,619,0,28,15,3,5,5,54,0,0,0,16,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0052,Region 10,95089,2846,0,7083,6264,4241,5664,3230,3461,0,49,1174,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0053,Cagayan,8883,546,971,454,52,93,78,950,0,545,0,146,126
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0054,City of Tacloban,5857,48,0,82,533,18,49,47,0,0,127,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0055,South Cotabato,7407,0,461,104,293,19,0,0,0,134,159,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0056,NCR,311324,0,4389,0,3527,6319,3642,6226,0,4117,4057,0,5746
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0057,Zambales,43138,0,2096,170,1966,0,804,0,476,0,1073,0,357
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0058,Tarlac,8629,242,583,132,152,18,0,53,0,338,0,0,73
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0059,Ifugao,4209,15,91,42,60,0,1,0,70,557,765,0,40
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0060,Pangasinan,17490,0,16284,4,1221,0,72,145,0,1860,1614,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0061,Nueva Vizcaya,11587,263,545,0,6,504,267,492,92,314,244,12,166
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0062,Benguet,15370,142,660,480,559,0,8,178,253,2526,0,2589,1392
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0063,Region 4B,16427,381,1700,1134,1208,531,298,525,261,875,891,1039,412
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0064,City of Naga,11089,10,0,0,576,79,134,94,119,920,0,99,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0065,Ilocos Sur,11595,261,199,0,346,124,0,175,0,0,359,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0066,Romblon,5682,514,102,215,1680,54,48,0,0,968,207,116,85
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0067,Zambales,16682,344,409,0,483,0,101,0,32,251,26,0,91
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0068,Lanao del Sur,1,0,0,0,0,0,0,0,0,1,0,1,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0069,City of Dagupan,12963,212,647,224,713,101,33,247,0,232,323,150,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0070,Biliran,1608,11,75,72,109,4,0,0,59,140,75,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0071,NCR,319343,2247,2961,6378,5585,11364,375,2500,0,14219,7612,3015,5540
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0072,City of Las Piñas,4101,19,409,0,64,0,604,112,306,204,190,182,193
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0073,Quirino,6266,65,199,0,384,0,349,307,399,315,86,63,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0074,Sorsogon,15722,109,12,94,0,516,0,0,21,2991,0,35,242
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0075,Capiz,54964,503,3039,658,0,2033,2930,1692,2507,0,0,1703,794
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0076,Region 9,75857,2121,7574,969,5738,2720,2967,4947,43,0,306,1070,1379
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0077,Lanao del Sur,8416,8416,24,0,72,0,358,131,8098,155,8416,0,316
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0078,City of Zamboanga,5563,66,528,80,17,88,25,211,0,0,185,25,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0079,Region 4A,74024,3415,6385,4740,10283,830,6523,1453,0,103,5569,7376,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0080,Pangasinan,1,0,1,0,1,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0081,City of Bacolod,2852,0,105,56,157,0,42,0,50,595,163,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0082,Surigao del Sur,11585,378,854,0,1630,1402,44,580,871,1211,972,476,131
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0083,Davao del Sur,11884,389,621,158,0,0,118,0,2710,0,1274,0,108
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0084,Misamis Oriental,5495,327,0,966,117,0,46,23,72,0,25,60,56
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0085,City of Zamboanga,3447,128,0,23,231,31,0,100,77,139,103,5,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0086,City of Makati,3787,80,136,40,11,945,0,0,283,171,851,483,245
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0087,City of San Juan,2286,0,5,29,46,157,0,71,15,0,211,9,53
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0088,Eastern Samar,23266,681,0,588,26,0,436,274,340,557,393,0,96
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0089,Zamboanga del Norte,12068,272,1352,148,846,1,868,0,731,239,235,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0090,BARMM,1,0,0,0,1,0,0,0,1,1,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0091,Abra,16024,706,601,410,93,0,136,0,0,829,0,0,23
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0092,Region 5,53398,1417,523,2490,3536,2007,2351,2911,0,8400,5048,489,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0093,City of Muntinlupa,3089,45,0,23,0,2,15,2,15,38,74,49,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0094,City of Valenzuela,17743,133,0,0,0,164,30,22,0,1137,132,0,112
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0095,Special Geographic Area (SGA),1995,1499,12,11,0,9,36,77,17,139,78,1714,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0096,Quirino,6151,0,222,99,178,94,0,0,13,253,157,101,8
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0097,Caraga,34058,1736,1318,12,3179,0,2107,2973,208,1638,0,1231,463
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0098,City of Cotabato,2977,3,2977,0,93,195,20,14,41,2977,2762,55,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0099,CAR,46178,780,2709,755,3266,0,0,0,35,0,4303,53,4931
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0100,Rizal,10675,0,407,291,15,0,280,0,703,32,3,28,33
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0101,Cotabato,15590,0,0,112,430,84,0,0,0,761,314,292,622
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0102,Pasay City,6163,104,25,0,39,108,219,174,1,2,0,71,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0103,Batanes,1097,29,52,35,2,100,22,50,0,0,23,9,41
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0104,City of Dagupan,2452,58,0,49,139,24,0,0,0,82,0,28,2
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0105,City of Tacloban,6190,72,0,0,58,0,0,30,55,48,0,144,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0106,Ifugao,7579,159,221,0,222,38,67,0,0,0,0,0,99
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0107,Region 10,82162,0,4625,1914,11193,2585,0,1513,0,458,2379,0,1768
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0108,Region 3,240620,8295,1574,3415,0,7930,4008,2481,3581,1113,4917,2726,193
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0109,City of Pasig,25832,136,3,736,468,0,0,0,0,8622,0,176,363
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0110,City of Taguig,20502,370,20,0,90,196,0,35,0,0,0,68,300
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0111,City of Taguig,30250,0,268,11,233,636,510,246,0,0,0,439,203
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0112,Catanduanes,4500,0,226,18,1305,0,76,0,38,1975,1072,7,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0113,Quezon,5442,0,0,181,51,243,492,0,253,0,264,736,324
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0114,Region 6,258587,5739,1948,3005,0,0,721,7671,8163,5881,5922,4761,1080
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0115,Romblon,954,42,149,0,290,43,26,76,0,6,86,22,9
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0116,Catanduanes,4680,0,763,518,281,76,37,0,0,1837,1206,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0117,City of Mandaluyong,5757,58,185,72,80,318,93,189,102,1275,737,183,218
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0118,Pampanga,39461,91,2281,68,1562,1549,559,0,313,1169,638,623,443
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0119,City of Malabon,3264,118,95,337,220,20,117,0,9,0,0,0,1
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0120,Ilocos Norte,20355,79,0,20,448,57,140,9,79,1472,895,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0121,Occidental Mindoro,2984,0,581,198,34,3,166,0,119,95,46,151,30
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0122,City of Butuan,3356,26,198,95,225,0,0,84,103,449,317,34,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0123,Camarines Sur,10455,279,1093,300,0,1777,804,661,656,898,595,291,147
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0124,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0125,Agusan del Sur,10786,0,0,50,75,0,589,692,0,104,147,81,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0126,Agusan del Sur,11795,189,1398,832,55,905,612,386,254,318,330,349,299
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0127,Mountain Province,8961,46,418,0,27,113,146,162,0,300,0,0,593
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0128,Bohol,12976,381,0,776,841,1048,2758,5007,0,1029,450,3492,1753
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0129,City of Pasig,11430,0,513,272,340,107,224,0,143,3939,1849,0,35
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0130,Isabela,115248,1386,9168,3233,8680,0,1159,9252,15349,2191,0,2093,1254
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0131,Eastern Samar,12474,0,306,422,398,0,0,0,27,22,722,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0132,City of General Santos,4138,1,115,21,12,27,45,0,25,17,133,846,919
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0133,Sulu,1,1,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0134,City of Olongapo,9626,141,148,294,101,0,0,53,109,0,216,216,159
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0135,Ifugao,3709,46,56,0,0,23,18,21,0,132,171,228,649
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0136,Sulu,1159,14,226,0,4,0,0,9,11,144,1159,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0137,Misamis Oriental,10215,99,179,1814,4267,121,0,0,0,126,0,0,195
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0138,Nueva Vizcaya,13796,272,0,407,384,199,595,396,0,557,369,62,164
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0139,Cebu,56032,452,0,2800,4761,912,6579,9999,5964,2624,1268,211,155
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0140,Region 11,90678,3481,858,5079,4710,18163,16276,21899,1311,0,12447,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0141,Camarines Norte,1693,83,99,36,537,0,17,0,0,68,7,41,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0142,Region 5,53812,661,204,2646,3858,2857,0,1944,2326,9815,173,0,843
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0143,Abra,8090,242,551,187,81,0,0,40,43,523,180,0,26
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0144,Biliran,1854,0,0,92,142,0,9,194,112,149,5,0,17
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0145,City of Malabon,6769,0,118,691,648,30,0,0,51,115,92,66,71
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0146,Mountain Province,7616,0,105,0,0,6,60,0,0,966,403,1234,261
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0147,City of Manila,8262,11,47,59,0,106,0,22,121,0,20,90,107
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0148,Sarangani,11123,301,778,86,408,3,113,29,244,927,402,0,141
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0149,Surigao del Sur,10920,57,377,957,1343,1036,549,1384,1008,1369,968,51,224
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0150,Cotabato,14407,494,2740,364,133,0,8,0,39,488,321,536,523
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0151,Laguna,7814,168,727,273,502,22,633,0,41,15,480,10,60
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0152,Davao Occidental,10189,284,1138,174,536,1964,1256,2005,0,411,409,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0153,City of Pasig,22883,387,10,176,898,193,144,0,0,3539,3465,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0154,Quezon,6424,382,926,311,28,345,161,106,316,683,755,521,396
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0155,City of Dagupan,2487,16,47,0,214,0,0,0,0,83,76,76,3
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0156,City of Isabela,9980,0,9,0,751,335,0,1323,938,210,193,54,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0157,Region 6,105202,3953,2344,2806,793,1685,1164,0,1170,1591,3008,439,60
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0158,Surigao del Norte,19341,607,1446,806,1072,2636,147,0,2286,845,603,116,327
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0159,City of Valenzuela,7418,0,113,0,0,0,28,63,37,2,23,147,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0160,Occidental Mindoro,5469,247,777,16,0,448,171,517,91,162,194,127,6
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0161,Aurora,2654,77,144,60,281,62,0,0,37,0,48,109,52
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0162,Davao del Norte,9835,105,1050,434,0,1028,1476,2493,800,2289,0,45,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0163,City of Cebu,13122,0,451,0,0,0,6,1370,3601,0,463,529,578
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0164,Aklan,14086,171,0,688,226,883,308,437,0,223,532,185,55
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0165,Negros Occidental,37831,0,626,0,4899,4,198,158,367,1981,2433,383,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0166,City of Pasig,21814,458,0,695,605,0,294,26,295,63,3140,3,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0167,Marinduque,2253,0,107,0,27,0,1,17,0,48,0,43,61
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0168,Cotabato,8352,319,1170,156,0,0,120,72,86,471,301,255,82
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0169,City of Cagayan De Oro,6994,273,2,144,1425,47,40,0,0,448,4,26,85
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0170,Leyte,10811,0,1179,160,0,234,98,0,255,261,228,52,53
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0171,Zamboanga Sibugay,15267,459,164,149,1059,349,315,119,913,537,0,231,236
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0172,Apayao,5492,0,249,98,245,7,0,0,0,482,276,411,67
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0173,Samar,8965,708,181,311,0,83,0,0,0,0,156,17,28
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0174,Davao del Sur,11308,185,637,877,642,3958,2601,0,2852,991,633,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0175,Bulacan,12761,487,923,273,840,328,612,646,275,1248,98,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0176,City of General Santos,1840,23,21,0,46,0,72,0,85,93,77,3,18
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0177,City of Olongapo,5839,44,122,111,81,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0178,Region 11,68702,3049,6649,4470,8331,14139,14085,12576,0,3625,276,1011,1161
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0179,Northern Samar,12110,119,0,0,536,141,101,81,331,221,395,202,118
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0180,Iloilo,41802,1890,67,502,1664,0,0,0,0,336,406,314,124
